time,latitude,longitude,co,no,so2,tp,ssr,u10,v10,skt
2018-01-06 03:00:00,28.2,76.85,3.975175e-06,5.072667e-08,3.5988823e-08,0.0,279555.2,1.4709721,0.79179424,284.15915
2018-01-06 03:00:00,28.2,77.6,4.4913013e-06,5.777867e-08,4.298338e-08,0.0,310742.2,1.5745258,0.29515117,283.88306
2018-01-06 03:00:00,28.95,76.85,4.8373086e-06,5.4038548e-08,4.8644637e-08,0.0,271780.2,1.3388615,-0.7167507,282.908
2018-01-06 03:00:00,28.95,77.6,6.205649e-06,6.9477665e-08,4.8806292e-08,0.0,305705.2,1.590662,-0.92466694,282.96036
2018-01-06 06:00:00,28.2,76.85,3.101392e-06,1.021577e-08,2.7744655e-08,0.0,1713872.0,0.8985353,0.023238182,297.4792
2018-01-06 06:00:00,28.2,77.6,3.6353254e-06,1.1906708e-08,3.367471e-08,0.0,1760224.0,1.5167909,-0.099274635,296.01453
2018-01-06 06:00:00,28.95,76.85,3.7500372e-06,9.738036e-09,3.462474e-08,0.0,1725090.0,1.5954041,-0.72467136,295.29114
2018-01-06 06:00:00,28.95,77.6,4.637216e-06,1.04953175e-08,3.5558756e-08,0.0,1779420.0,2.1117005,-0.6801462,294.6739
2018-01-06 09:00:00,28.2,76.85,1.5489718e-06,1.010654e-09,1.5724257e-08,0.0,1692622.0,1.0676832,-1.3058224,298.0525
2018-01-06 09:00:00,28.2,77.6,1.9370548e-06,1.210932e-09,1.7948098e-08,0.0,1707632.0,1.5412245,-1.0207577,296.72186
2018-01-06 09:00:00,28.95,76.85,2.1308852e-06,1.2136218e-09,1.9192072e-08,0.0,1699508.0,1.9139967,-1.4998837,295.8664
2018-01-06 09:00:00,28.95,77.6,2.3521352e-06,1.1411864e-09,1.9758561e-08,0.0,1721985.0,2.5309095,-0.9974575,295.3128
2018-01-06 12:00:00,28.2,76.85,2.266595e-06,1.905855e-09,4.2470553e-08,0.0,251980.19,0.48577094,-2.367342,285.9023
2018-01-06 12:00:00,28.2,77.6,2.8817915e-06,2.4450841e-09,5.208894e-08,0.0,232309.19,1.0720747,-1.4572773,284.77747
2018-01-06 12:00:00,28.95,76.85,2.7697697e-06,1.8589009e-09,4.9306173e-08,0.0,243817.19,2.0184858,-1.612917,284.23715
2018-01-06 12:00:00,28.95,77.6,3.0812353e-06,1.728329e-09,4.7823e-08,0.0,225970.69,2.4274213,-0.4838276,284.03558
2018-01-06 15:00:00,28.2,76.85,3.9598e-06,3.419116e-08,7.2982694e-08,0.0,3.5999988e-12,0.44407314,-2.7005072,281.98944
